bbox,category_id,file_name,x_from,y_from,width,height,class
"[93, 114, 23, 28]",2,0_ (22).jpg,93,114,23,28,caries
"[89, 106, 32, 40]",1,0_ (22).jpg,89,106,32,40,teeth
"[101, 136, 28, 39]",1,0_ (22).jpg,101,136,28,39,teeth
"[111, 166, 27, 27]",1,0_ (22).jpg,111,166,27,27,teeth
"[125, 183, 24, 29]",1,0_ (22).jpg,125,183,24,29,teeth
"[144, 194, 15, 22]",1,0_ (22).jpg,144,194,15,22,teeth
"[162, 196, 22, 24]",1,0_ (22).jpg,162,196,22,24,teeth
"[185, 205, 30, 16]",1,0_ (22).jpg,185,205,30,16,teeth
"[207, 190, 24, 29]",1,0_ (22).jpg,207,190,24,29,teeth
"[232, 174, 22, 33]",1,0_ (22).jpg,232,174,22,33,teeth
"[233, 154, 23, 22]",1,0_ (22).jpg,233,154,23,22,teeth
"[235, 126, 21, 29]",1,0_ (22).jpg,235,126,21,29,teeth
"[162, 77, 88, 23]",1,0_ (22).jpg,162,77,88,23,teeth
"[177, 122, 42, 36]",1,541.jpg,177,122,42,36,teeth
"[178, 155, 40, 35]",1,541.jpg,178,155,40,35,teeth
"[1, 143, 40, 35]",1,541.jpg,1,143,40,35,teeth
"[17, 177, 37, 29]",1,541.jpg,17,177,37,29,teeth
"[40, 207, 32, 17]",1,541.jpg,40,207,32,17,teeth
"[59, 17, 60, 52]",1,541.jpg,59,17,60,52,teeth
"[121, 17, 49, 46]",1,541.jpg,121,17,49,46,teeth
"[174, 19, 24, 34]",1,541.jpg,174,19,24,34,teeth
"[195, 32, 26, 25]",1,541.jpg,195,32,26,25,teeth
"[25, 33, 34, 25]",1,541.jpg,25,33,34,25,teeth
"[1, 122, 25, 37]",1,1234.jpg,1,122,25,37,teeth
"[1, 160, 16, 37]",1,1234.jpg,1,160,16,37,teeth
"[192, 134, 53, 33]",1,1234.jpg,192,134,53,33,teeth
"[203, 167, 52, 45]",1,1234.jpg,203,167,52,45,teeth
"[199, 122, 22, 17]",1,234.jpg,199,122,22,17,teeth
"[177, 135, 21, 15]",1,503.jpg,177,135,21,15,teeth
"[86, 132, 24, 15]",1,503.jpg,86,132,24,15,teeth
"[165, 135, 10, 7]",1,880.jpg,165,135,10,7,teeth
"[162, 142, 9, 8]",1,880.jpg,162,142,9,8,teeth
"[91, 132, 12, 10]",1,880.jpg,91,132,12,10,teeth
"[41, 162, 20, 13]",2,827.jpg,41,162,20,13,caries
"[1, 45, 49, 33]",1,827.jpg,1,45,49,33,teeth
"[1, 7, 87, 45]",1,827.jpg,1,7,87,45,teeth
"[17, 138, 51, 19]",1,827.jpg,17,138,51,19,teeth
"[17, 155, 71, 36]",1,827.jpg,17,155,71,36,teeth
"[44, 194, 35, 24]",1,827.jpg,44,194,35,24,teeth
"[111, 91, 41, 7]",1,311.jpg,111,91,41,7,teeth
"[70, 92, 39, 9]",1,311.jpg,70,92,39,9,teeth
"[53, 93, 17, 8]",1,311.jpg,53,93,17,8,teeth
"[48, 88, 27, 18]",2,311.jpg,48,88,27,18,caries
"[17, 56, 68, 39]",1,743.jpg,17,56,68,39,teeth
"[1, 21, 72, 53]",1,743.jpg,1,21,72,53,teeth
"[1, 1, 59, 45]",1,743.jpg,1,1,59,45,teeth
"[71, 190, 40, 43]",1,743.jpg,71,190,40,43,teeth
"[75, 233, 34, 23]",1,743.jpg,75,233,34,23,teeth
"[12, 51, 78, 49]",2,743.jpg,12,51,78,49,caries
"[100, 21, 26, 41]",1,545.jpg,100,21,26,41,teeth
"[74, 21, 25, 41]",1,545.jpg,74,21,25,41,teeth
"[58, 25, 15, 38]",1,545.jpg,58,25,15,38,teeth
"[43, 42, 23, 32]",1,545.jpg,43,42,23,32,teeth
"[29, 63, 23, 21]",1,545.jpg,29,63,23,21,teeth
"[127, 26, 19, 36]",1,545.jpg,127,26,19,36,teeth
"[142, 42, 19, 34]",1,545.jpg,142,42,19,34,teeth
"[143, 142, 21, 18]",1,545.jpg,143,142,21,18,teeth
"[134, 159, 16, 19]",1,545.jpg,134,159,16,19,teeth
"[131, 181, 11, 15]",1,545.jpg,131,181,11,15,teeth
"[30, 143, 20, 18]",1,545.jpg,30,143,20,18,teeth
"[39, 162, 19, 15]",1,545.jpg,39,162,19,15,teeth
"[44, 178, 19, 14]",1,545.jpg,44,178,19,14,teeth
"[39, 173, 29, 24]",2,545.jpg,39,173,29,24,caries
"[85, 69, 58, 11]",1,518.jpg,85,69,58,11,teeth
"[65, 74, 19, 10]",1,518.jpg,65,74,19,10,teeth
"[48, 80, 24, 31]",1,518.jpg,48,80,24,31,teeth
"[161, 87, 20, 21]",1,518.jpg,161,87,20,21,teeth
"[142, 73, 33, 14]",1,518.jpg,142,73,33,14,teeth
"[137, 68, 43, 24]",2,518.jpg,137,68,43,24,caries
"[56, 91, 11, 12]",2,1004.jpg,56,91,11,12,caries
"[133, 40, 26, 5]",1,1004.jpg,133,40,26,5,teeth
"[92, 35, 36, 11]",1,1004.jpg,92,35,36,11,teeth
"[52, 87, 21, 20]",1,1004.jpg,52,87,21,20,teeth
"[57, 139, 25, 19]",1,172.jpg,57,139,25,19,teeth
"[186, 145, 26, 18]",1,172.jpg,186,145,26,18,teeth
"[184, 160, 27, 15]",1,172.jpg,184,160,27,15,teeth
"[62, 158, 13, 11]",1,172.jpg,62,158,13,11,teeth
"[133, 10, 76, 47]",1,543.jpg,133,10,76,47,teeth
"[55, 10, 76, 42]",1,543.jpg,55,10,76,42,teeth
"[8, 32, 29, 42]",1,543.jpg,8,32,29,42,teeth
"[1, 56, 18, 46]",1,543.jpg,1,56,18,46,teeth
"[231, 90, 25, 45]",1,543.jpg,231,90,25,45,teeth
"[219, 46, 37, 42]",1,543.jpg,219,46,37,42,teeth
"[197, 12, 47, 37]",1,543.jpg,197,12,47,37,teeth
"[50, 5, 86, 52]",2,543.jpg,50,5,86,52,caries
"[100, 79, 41, 20]",1,295.jpg,100,79,41,20,teeth
"[51, 76, 39, 19]",1,295.jpg,51,76,39,19,teeth
"[24, 87, 27, 15]",1,295.jpg,24,87,27,15,teeth
"[160, 94, 26, 16]",1,295.jpg,160,94,26,16,teeth
"[189, 1, 31, 41]",1,1215.jpg,189,1,31,41,teeth
"[179, 135, 29, 23]",1,1215.jpg,179,135,29,23,teeth
"[177, 160, 39, 35]",1,1215.jpg,177,160,39,35,teeth
"[193, 194, 22, 29]",1,1215.jpg,193,194,22,29,teeth
"[187, 212, 27, 44]",1,1215.jpg,187,212,27,44,teeth
"[175, 222, 26, 34]",1,1215.jpg,175,222,26,34,teeth
"[7, 156, 28, 24]",1,1215.jpg,7,156,28,24,teeth
"[8, 128, 29, 26]",1,1215.jpg,8,128,29,26,teeth
"[1, 181, 21, 27]",1,1215.jpg,1,181,21,27,teeth
"[1, 209, 20, 47]",1,1215.jpg,1,209,20,47,teeth
"[179, 155, 29, 8]",1,1215.jpg,179,155,29,8,teeth
"[2, 151, 38, 34]",2,1215.jpg,2,151,38,34,caries
"[110, 61, 32, 20]",1,197.jpg,110,61,32,20,teeth
"[152, 62, 33, 20]",1,197.jpg,152,62,33,20,teeth
"[186, 80, 17, 12]",1,197.jpg,186,80,17,12,teeth
"[87, 72, 20, 21]",1,197.jpg,87,72,20,21,teeth
"[68, 1, 98, 37]",1,980.jpg,68,1,98,37,teeth
"[167, 1, 89, 35]",1,980.jpg,167,1,89,35,teeth
"[227, 135, 29, 28]",1,980.jpg,227,135,29,28,teeth
"[1, 46, 46, 56]",1,980.jpg,1,46,46,56,teeth
"[22, 16, 40, 24]",1,980.jpg,22,16,40,24,teeth
"[237, 55, 19, 20]",1,980.jpg,237,55,19,20,teeth
"[230, 73, 26, 19]",1,980.jpg,230,73,26,19,teeth
"[14, 152, 44, 21]",1,980.jpg,14,152,44,21,teeth
"[215, 158, 41, 31]",1,686.jpg,215,158,41,31,teeth
"[211, 187, 45, 42]",1,686.jpg,211,187,45,42,teeth
"[204, 227, 52, 29]",1,686.jpg,204,227,52,29,teeth
"[242, 54, 14, 34]",1,686.jpg,242,54,14,34,teeth
"[1, 155, 14, 27]",1,686.jpg,1,155,14,27,teeth
"[1, 185, 13, 33]",1,686.jpg,1,185,13,33,teeth
"[107, 86, 39, 16]",1,904.jpg,107,86,39,16,teeth
"[149, 94, 9, 7]",1,904.jpg,149,94,9,7,teeth
"[155, 142, 12, 15]",1,904.jpg,155,142,12,15,teeth
"[176, 142, 24, 16]",1,803.jpg,176,142,24,16,teeth
"[176, 166, 21, 19]",1,373.jpg,176,166,21,19,teeth
"[173, 187, 23, 18]",1,373.jpg,173,187,23,18,teeth
"[159, 207, 27, 14]",1,373.jpg,159,207,27,14,teeth
"[122, 220, 20, 14]",1,373.jpg,122,220,20,14,teeth
"[143, 218, 23, 13]",1,373.jpg,143,218,23,13,teeth
"[98, 220, 20, 10]",1,373.jpg,98,220,20,10,teeth
"[54, 177, 22, 25]",1,373.jpg,54,177,22,25,teeth
"[50, 162, 26, 16]",1,373.jpg,50,162,26,16,teeth
"[104, 1, 71, 38]",1,709.jpg,104,1,71,38,teeth
"[185, 3, 71, 42]",1,709.jpg,185,3,71,42,teeth
"[53, 6, 42, 26]",1,709.jpg,53,6,42,26,teeth
"[1, 154, 39, 23]",1,709.jpg,1,154,39,23,teeth
"[3, 176, 43, 26]",1,709.jpg,3,176,43,26,teeth
"[26, 203, 30, 19]",1,709.jpg,26,203,30,19,teeth
"[77, 225, 32, 16]",1,709.jpg,77,225,32,16,teeth
"[118, 229, 33, 15]",1,709.jpg,118,229,33,15,teeth
"[156, 227, 33, 15]",1,709.jpg,156,227,33,15,teeth
"[204, 197, 45, 20]",1,709.jpg,204,197,45,20,teeth
"[232, 171, 24, 22]",1,709.jpg,232,171,24,22,teeth
"[57, 93, 20, 25]",2,0_ (32).jpg,57,93,20,25,caries
"[57, 115, 33, 40]",1,0_ (32).jpg,57,115,33,40,teeth
"[70, 150, 27, 31]",1,0_ (32).jpg,70,150,27,31,teeth
"[75, 170, 26, 31]",1,0_ (32).jpg,75,170,26,31,teeth
"[94, 187, 19, 22]",1,0_ (32).jpg,94,187,19,22,teeth
"[110, 196, 19, 21]",1,0_ (32).jpg,110,196,19,21,teeth
"[158, 196, 20, 20]",1,0_ (32).jpg,158,196,20,20,teeth
"[174, 183, 17, 22]",1,0_ (32).jpg,174,183,17,22,teeth
"[184, 172, 25, 22]",1,0_ (32).jpg,184,172,25,22,teeth
"[185, 145, 30, 28]",1,0_ (32).jpg,185,145,30,28,teeth
"[196, 112, 30, 44]",1,0_ (32).jpg,196,112,30,44,teeth
"[108, 85, 92, 20]",1,0_ (32).jpg,108,85,92,20,teeth
"[51, 87, 31, 30]",1,0_ (32).jpg,51,87,31,30,teeth
"[104, 37, 45, 35]",1,497.jpg,104,37,45,35,teeth
"[64, 46, 41, 35]",1,497.jpg,64,46,41,35,teeth
"[34, 57, 31, 29]",1,497.jpg,34,57,31,29,teeth
"[31, 83, 39, 47]",1,497.jpg,31,83,39,47,teeth
"[151, 43, 24, 18]",1,497.jpg,151,43,24,18,teeth
"[69, 205, 36, 51]",1,497.jpg,69,205,36,51,teeth
"[55, 182, 32, 21]",1,497.jpg,55,182,32,21,teeth
"[99, 32, 55, 45]",2,497.jpg,99,32,55,45,caries
"[7, 1, 50, 44]",1,1233.jpg,7,1,50,44,teeth
"[53, 1, 36, 10]",1,1233.jpg,53,1,36,10,teeth
"[190, 1, 41, 13]",1,1233.jpg,190,1,41,13,teeth
"[211, 167, 27, 31]",1,1233.jpg,211,167,27,31,teeth
"[30, 155, 34, 30]",1,1233.jpg,30,155,34,30,teeth
"[36, 186, 30, 44]",1,1233.jpg,36,186,30,44,teeth
"[43, 217, 26, 39]",1,1233.jpg,43,217,26,39,teeth
"[212, 197, 27, 32]",1,1233.jpg,212,197,27,32,teeth
"[213, 226, 22, 30]",1,1233.jpg,213,226,22,30,teeth
"[38, 212, 36, 49]",2,1233.jpg,38,212,36,49,caries
"[50, 176, 30, 36]",1,696.jpg,50,176,30,36,teeth
"[200, 172, 31, 33]",1,696.jpg,200,172,31,33,teeth
"[200, 206, 31, 38]",1,696.jpg,200,206,31,38,teeth
"[56, 213, 21, 32]",1,696.jpg,56,213,21,32,teeth
"[205, 46, 45, 35]",1,696.jpg,205,46,45,35,teeth
"[205, 23, 44, 25]",1,696.jpg,205,23,44,25,teeth
"[44, 30, 33, 54]",1,696.jpg,44,30,33,54,teeth
"[200, 41, 55, 45]",2,696.jpg,200,41,55,45,caries
"[69, 36, 51, 10]",1,140.jpg,69,36,51,10,teeth
"[21, 36, 49, 13]",1,140.jpg,21,36,49,13,teeth
"[77, 144, 12, 11]",2,226.jpg,77,144,12,11,caries
"[125, 90, 17, 8]",1,226.jpg,125,90,17,8,teeth
"[75, 94, 14, 9]",1,226.jpg,75,94,14,9,teeth
"[75, 143, 16, 14]",1,226.jpg,75,143,16,14,teeth
"[158, 144, 15, 15]",1,226.jpg,158,144,15,15,teeth
"[1, 50, 24, 44]",1,1088.jpg,1,50,24,44,teeth
"[3, 129, 46, 36]",1,1088.jpg,3,129,46,36,teeth
"[1, 1, 49, 44]",1,1088.jpg,1,1,49,44,teeth
"[49, 1, 160, 40]",1,1088.jpg,49,1,160,40,teeth
"[206, 1, 50, 29]",1,1088.jpg,206,1,50,29,teeth
"[80, 95, 16, 9]",1,901.jpg,80,95,16,9,teeth
"[86, 137, 21, 17]",1,901.jpg,86,137,21,17,teeth
"[169, 130, 20, 19]",1,901.jpg,169,130,20,19,teeth
"[169, 150, 15, 12]",1,901.jpg,169,150,15,12,teeth
"[95, 152, 14, 9]",1,901.jpg,95,152,14,9,teeth
"[189, 94, 31, 26]",1,630.jpg,189,94,31,26,teeth
"[184, 78, 16, 17]",1,630.jpg,184,78,16,17,teeth
"[153, 71, 33, 15]",1,630.jpg,153,71,33,15,teeth
"[115, 69, 35, 10]",1,630.jpg,115,69,35,10,teeth
"[105, 72, 14, 8]",1,630.jpg,105,72,14,8,teeth
"[83, 78, 23, 15]",1,630.jpg,83,78,23,15,teeth
"[72, 88, 22, 14]",1,630.jpg,72,88,22,14,teeth
"[61, 163, 21, 15]",1,630.jpg,61,163,21,15,teeth
"[70, 140, 14, 24]",1,630.jpg,70,140,14,24,teeth
"[68, 175, 22, 25]",1,630.jpg,68,175,22,25,teeth
"[177, 162, 20, 13]",1,630.jpg,177,162,20,13,teeth
"[180, 176, 21, 19]",1,630.jpg,180,176,21,19,teeth
"[172, 187, 25, 21]",1,630.jpg,172,187,25,21,teeth
"[165, 207, 24, 11]",1,630.jpg,165,207,24,11,teeth
"[14, 147, 28, 14]",1,830.jpg,14,147,28,14,teeth
"[1, 162, 31, 36]",1,830.jpg,1,162,31,36,teeth
"[1, 105, 63, 17]",1,1019.jpg,1,105,63,17,teeth
"[1, 77, 58, 27]",1,1019.jpg,1,77,58,27,teeth
"[1, 58, 40, 22]",1,1019.jpg,1,58,40,22,teeth
"[1, 35, 27, 28]",1,1019.jpg,1,35,27,28,teeth
"[1, 211, 61, 32]",1,1019.jpg,1,211,61,32,teeth
"[1, 239, 51, 17]",1,1019.jpg,1,239,51,17,teeth
"[102, 210, 23, 16]",2,444.jpg,102,210,23,16,caries
"[97, 170, 10, 10]",2,444.jpg,97,170,10,10,caries
"[89, 163, 22, 22]",1,444.jpg,89,163,22,22,teeth
"[90, 185, 26, 22]",1,444.jpg,90,185,26,22,teeth
"[97, 206, 28, 26]",1,444.jpg,97,206,28,26,teeth
"[237, 168, 19, 30]",1,444.jpg,237,168,19,30,teeth
"[236, 202, 20, 24]",1,444.jpg,236,202,20,24,teeth
"[16, 157, 27, 28]",2,621.jpg,16,157,27,28,caries
"[18, 185, 30, 26]",2,621.jpg,18,185,30,26,caries
"[211, 166, 25, 19]",2,621.jpg,211,166,25,19,caries
"[208, 53, 34, 24]",1,621.jpg,208,53,34,24,teeth
"[198, 32, 37, 29]",1,621.jpg,198,32,37,29,teeth
"[189, 14, 33, 31]",1,621.jpg,189,14,33,31,teeth
"[172, 1, 31, 20]",1,621.jpg,172,1,31,20,teeth
"[127, 1, 46, 17]",1,621.jpg,127,1,46,17,teeth
"[81, 1, 45, 14]",1,621.jpg,81,1,45,14,teeth
"[56, 1, 26, 14]",1,621.jpg,56,1,26,14,teeth
"[35, 3, 29, 40]",1,621.jpg,35,3,29,40,teeth
"[16, 23, 39, 33]",1,621.jpg,16,23,39,33,teeth
"[6, 52, 42, 17]",1,621.jpg,6,52,42,17,teeth
"[13, 153, 32, 33]",1,621.jpg,13,153,32,33,teeth
"[16, 184, 35, 30]",1,621.jpg,16,184,35,30,teeth
"[29, 212, 29, 16]",1,621.jpg,29,212,29,16,teeth
"[34, 222, 31, 20]",1,621.jpg,34,222,31,20,teeth
"[44, 243, 28, 13]",1,621.jpg,44,243,28,13,teeth
"[207, 162, 29, 25]",1,621.jpg,207,162,29,25,teeth
"[205, 189, 25, 22]",1,621.jpg,205,189,25,22,teeth
"[200, 212, 19, 20]",1,621.jpg,200,212,19,20,teeth
"[192, 230, 20, 18]",1,621.jpg,192,230,20,18,teeth
"[185, 242, 19, 14]",1,621.jpg,185,242,19,14,teeth
"[193, 147, 51, 59]",1,780.jpg,193,147,51,59,teeth
"[191, 205, 57, 51]",1,780.jpg,191,205,57,51,teeth
"[1, 166, 24, 57]",1,780.jpg,1,166,24,57,teeth
"[1, 223, 28, 33]",1,780.jpg,1,223,28,33,teeth
"[44, 82, 36, 19]",1,1075.jpg,44,82,36,19,teeth
"[51, 101, 40, 18]",1,1075.jpg,51,101,40,18,teeth
"[62, 116, 39, 16]",1,1075.jpg,62,116,39,16,teeth
"[72, 128, 33, 16]",1,1075.jpg,72,128,33,16,teeth
"[220, 82, 36, 18]",1,1075.jpg,220,82,36,18,teeth
"[229, 101, 27, 18]",1,1075.jpg,229,101,27,18,teeth
"[221, 116, 35, 12]",1,1075.jpg,221,116,35,12,teeth
"[219, 127, 37, 11]",1,1075.jpg,219,127,37,11,teeth
"[222, 135, 28, 13]",1,1075.jpg,222,135,28,13,teeth
"[214, 143, 15, 17]",1,1075.jpg,214,143,15,17,teeth
"[180, 151, 34, 15]",1,1075.jpg,180,151,34,15,teeth
"[145, 147, 41, 19]",1,1075.jpg,145,147,41,19,teeth
"[113, 146, 31, 15]",1,1075.jpg,113,146,31,15,teeth
"[97, 142, 28, 14]",1,1075.jpg,97,142,28,14,teeth
"[232, 1, 24, 35]",1,1075.jpg,232,1,24,35,teeth
"[84, 1, 22, 14]",1,1075.jpg,84,1,22,14,teeth
"[140, 142, 51, 29]",2,1075.jpg,140,142,51,29,caries
"[108, 141, 41, 25]",2,1075.jpg,108,141,41,25,caries
"[125, 66, 29, 19]",1,959.jpg,125,66,29,19,teeth
"[81, 61, 49, 21]",1,959.jpg,81,61,49,21,teeth
"[34, 62, 50, 13]",1,959.jpg,34,62,50,13,teeth
"[158, 80, 21, 21]",1,959.jpg,158,80,21,21,teeth
"[167, 89, 30, 25]",1,959.jpg,167,89,30,25,teeth
"[193, 53, 38, 41]",1,783.jpg,193,53,38,41,teeth
"[196, 20, 60, 41]",1,783.jpg,196,20,60,41,teeth
"[218, 1, 38, 23]",1,783.jpg,218,1,38,23,teeth
"[1, 84, 34, 36]",1,783.jpg,1,84,34,36,teeth
"[1, 42, 34, 46]",1,783.jpg,1,42,34,46,teeth
"[1, 1, 30, 45]",1,783.jpg,1,1,30,45,teeth
"[186, 197, 41, 37]",1,783.jpg,186,197,41,37,teeth
"[64, 43, 70, 38]",1,1005.jpg,64,43,70,38,teeth
"[20, 49, 43, 52]",1,1005.jpg,20,49,43,52,teeth
"[136, 38, 80, 34]",1,1005.jpg,136,38,80,34,teeth
"[216, 46, 40, 39]",1,1005.jpg,216,46,40,39,teeth
"[226, 52, 30, 52]",1,606.jpg,226,52,30,52,teeth
"[191, 175, 35, 35]",1,606.jpg,191,175,35,35,teeth
"[186, 209, 44, 45]",1,606.jpg,186,209,44,45,teeth
"[1, 171, 19, 32]",1,606.jpg,1,171,19,32,teeth
"[1, 206, 22, 34]",1,606.jpg,1,206,22,34,teeth
"[87, 31, 84, 18]",1,499.jpg,87,31,84,18,teeth
"[60, 71, 21, 22]",1,499.jpg,60,71,21,22,teeth
"[177, 138, 21, 16]",1,499.jpg,177,138,21,16,teeth
"[96, 180, 50, 12]",1,499.jpg,96,180,50,12,teeth
"[146, 180, 14, 7]",1,499.jpg,146,180,14,7,teeth
"[81, 173, 15, 15]",1,499.jpg,81,173,15,15,teeth
"[69, 159, 11, 13]",1,499.jpg,69,159,11,13,teeth
"[64, 138, 15, 20]",1,499.jpg,64,138,15,20,teeth
"[75, 51, 62, 18]",1,1078.jpg,75,51,62,18,teeth
"[1, 52, 75, 16]",1,1078.jpg,1,52,75,16,teeth
"[139, 58, 37, 13]",1,1078.jpg,139,58,37,13,teeth
"[169, 64, 30, 24]",1,1078.jpg,169,64,30,24,teeth
"[159, 127, 44, 20]",1,1078.jpg,159,127,44,20,teeth
"[165, 141, 36, 24]",1,1078.jpg,165,141,36,24,teeth
"[194, 10, 35, 33]",1,826.jpg,194,10,35,33,teeth
"[176, 178, 19, 22]",1,826.jpg,176,178,19,22,teeth
"[183, 170, 17, 8]",1,826.jpg,183,170,17,8,teeth
"[197, 155, 15, 15]",1,826.jpg,197,155,15,15,teeth
"[1, 137, 10, 33]",1,826.jpg,1,137,10,33,teeth
"[1, 106, 15, 36]",1,826.jpg,1,106,15,36,teeth
"[7, 189, 18, 21]",1,826.jpg,7,189,18,21,teeth
"[22, 204, 19, 15]",1,826.jpg,22,204,19,15,teeth
"[40, 213, 20, 16]",1,826.jpg,40,213,20,16,teeth
"[64, 222, 24, 14]",1,826.jpg,64,222,24,14,teeth
"[84, 228, 23, 13]",1,826.jpg,84,228,23,13,teeth
"[108, 232, 23, 11]",1,826.jpg,108,232,23,11,teeth
"[178, 165, 27, 18]",2,826.jpg,178,165,27,18,caries
"[79, 47, 38, 20]",1,90.jpg,79,47,38,20,teeth
"[54, 52, 20, 13]",1,90.jpg,54,52,20,13,teeth
"[122, 47, 40, 20]",1,90.jpg,122,47,40,20,teeth
"[165, 52, 20, 13]",1,90.jpg,165,52,20,13,teeth
"[79, 63, 38, 10]",1,266.jpg,79,63,38,10,teeth
"[52, 63, 21, 10]",1,266.jpg,52,63,21,10,teeth
"[125, 64, 38, 8]",1,266.jpg,125,64,38,8,teeth
"[74, 58, 48, 20]",2,266.jpg,74,58,48,20,caries
"[126, 57, 34, 17]",1,240.jpg,126,57,34,17,teeth
"[95, 58, 30, 18]",1,240.jpg,95,58,30,18,teeth
"[71, 57, 21, 15]",1,240.jpg,71,57,21,15,teeth
"[50, 61, 19, 13]",1,240.jpg,50,61,19,13,teeth
"[165, 58, 21, 14]",1,240.jpg,165,58,21,14,teeth
"[226, 28, 30, 17]",1,779.jpg,226,28,30,17,teeth
"[218, 1, 38, 30]",1,779.jpg,218,1,38,30,teeth
"[1, 1, 39, 32]",1,779.jpg,1,1,39,32,teeth
"[5, 119, 56, 32]",1,779.jpg,5,119,56,32,teeth
"[7, 147, 59, 33]",1,779.jpg,7,147,59,33,teeth
"[50, 182, 57, 38]",1,779.jpg,50,182,57,38,teeth
"[97, 205, 43, 36]",1,779.jpg,97,205,43,36,teeth
"[130, 190, 61, 48]",1,779.jpg,130,190,61,48,teeth
"[191, 194, 45, 34]",1,779.jpg,191,194,45,34,teeth
"[224, 174, 32, 36]",1,779.jpg,224,174,32,36,teeth
"[207, 128, 49, 51]",1,779.jpg,207,128,49,51,teeth
"[92, 200, 53, 46]",2,779.jpg,92,200,53,46,caries
"[1, 143, 24, 36]",1,1196.jpg,1,143,24,36,teeth
"[1, 178, 31, 29]",1,1196.jpg,1,178,31,29,teeth
"[9, 203, 46, 26]",1,1196.jpg,9,203,46,26,teeth
"[31, 229, 49, 27]",1,1196.jpg,31,229,49,27,teeth
"[213, 221, 43, 34]",1,1196.jpg,213,221,43,34,teeth
"[231, 195, 25, 32]",1,1196.jpg,231,195,25,32,teeth
"[208, 216, 53, 44]",2,1196.jpg,208,216,53,44,caries
"[1, 151, 40, 48]",1,1072.jpg,1,151,40,48,teeth
"[1, 199, 56, 55]",1,1072.jpg,1,199,56,55,teeth
"[36, 227, 45, 29]",1,1072.jpg,36,227,45,29,teeth
"[190, 100, 35, 20]",1,1072.jpg,190,100,35,20,teeth
"[201, 114, 49, 29]",1,1072.jpg,201,114,49,29,teeth
"[216, 141, 40, 23]",1,1072.jpg,216,141,40,23,teeth
"[224, 160, 32, 33]",1,1072.jpg,224,160,32,33,teeth
"[225, 190, 31, 37]",1,1072.jpg,225,190,31,37,teeth
"[200, 42, 26, 16]",1,1072.jpg,200,42,26,16,teeth
"[214, 30, 42, 20]",1,1072.jpg,214,30,42,20,teeth
"[241, 11, 15, 18]",1,1072.jpg,241,11,15,18,teeth
"[211, 136, 50, 33]",2,1072.jpg,211,136,50,33,caries
"[219, 155, 42, 43]",2,1072.jpg,219,155,42,43,caries
"[39, 121, 41, 25]",1,0_ (12).jpg,39,121,41,25,teeth
"[48, 138, 24, 18]",1,0_ (12).jpg,48,138,24,18,teeth
"[62, 143, 39, 25]",1,0_ (12).jpg,62,143,39,25,teeth
"[99, 157, 102, 18]",1,0_ (12).jpg,99,157,102,18,teeth
"[197, 143, 31, 26]",1,0_ (12).jpg,197,143,31,26,teeth
"[208, 125, 38, 23]",1,0_ (12).jpg,208,125,38,23,teeth
"[200, 64, 40, 18]",1,0_ (12).jpg,200,64,40,18,teeth
"[194, 46, 30, 23]",1,0_ (12).jpg,194,46,30,23,teeth
"[138, 37, 56, 30]",1,0_ (12).jpg,138,37,56,30,teeth
"[82, 36, 56, 25]",1,0_ (12).jpg,82,36,56,25,teeth
"[63, 38, 19, 18]",1,0_ (12).jpg,63,38,19,18,teeth
"[124, 39, 56, 23]",1,527.jpg,124,39,56,23,teeth
"[72, 38, 52, 22]",1,527.jpg,72,38,52,22,teeth
"[44, 41, 29, 11]",1,527.jpg,44,41,29,11,teeth
"[30, 52, 46, 33]",1,527.jpg,30,52,46,33,teeth
"[181, 42, 35, 19]",1,527.jpg,181,42,35,19,teeth
"[199, 53, 48, 31]",1,527.jpg,199,53,48,31,teeth
"[119, 34, 66, 33]",2,527.jpg,119,34,66,33,caries
"[58, 61, 26, 29]",2,0_ (29).jpg,58,61,26,29,caries
"[164, 64, 26, 32]",2,0_ (29).jpg,164,64,26,32,caries
"[150, 120, 17, 31]",1,0_ (29).jpg,150,120,17,31,teeth
"[140, 145, 22, 23]",1,0_ (29).jpg,140,145,22,23,teeth
"[130, 156, 15, 17]",1,0_ (29).jpg,130,156,15,17,teeth
"[115, 158, 17, 18]",1,0_ (29).jpg,115,158,17,18,teeth
"[90, 147, 26, 27]",1,0_ (29).jpg,90,147,26,27,teeth
"[83, 138, 14, 25]",1,0_ (29).jpg,83,138,14,25,teeth
"[74, 115, 18, 27]",1,0_ (29).jpg,74,115,18,27,teeth
"[161, 52, 29, 44]",1,0_ (29).jpg,161,52,29,44,teeth
"[55, 47, 31, 43]",1,0_ (29).jpg,55,47,31,43,teeth
"[63, 18, 21, 29]",1,0_ (29).jpg,63,18,21,29,teeth
"[168, 18, 20, 34]",1,0_ (29).jpg,168,18,20,34,teeth
"[109, 91, 5, 5]",2,882.jpg,109,91,5,5,caries
"[159, 146, 10, 7]",2,882.jpg,159,146,10,7,caries
"[140, 86, 19, 11]",1,882.jpg,140,86,19,11,teeth
"[119, 83, 21, 14]",1,882.jpg,119,83,21,14,teeth
"[156, 144, 15, 13]",1,882.jpg,156,144,15,13,teeth
"[148, 158, 6, 7]",1,882.jpg,148,158,6,7,teeth
"[139, 161, 6, 7]",1,882.jpg,139,161,6,7,teeth
